"No.","Time","Source","Destination","Protocol","Length","Info"
"23","0.083054","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=14481 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393102"
"24","0.083058","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=15929 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393102"
"25","0.083060","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=17377 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393102"
"26","0.083063","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=18825 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393102"
"27","0.083097","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=17377 Win=128160 Len=0 TSval=2935393133 TSecr=195578521"
"28","0.083105","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=17377 Win=131072 Len=0 TSval=2935393133 TSecr=195578521"
"29","0.083126","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=20273 Win=128160 Len=0 TSval=2935393133 TSecr=195578521"
"30","0.083131","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=20273 Win=131072 Len=0 TSval=2935393133 TSecr=195578521"
"31","0.084887","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=20273 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"32","0.084890","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=21721 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"33","0.084892","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=23169 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"34","0.084894","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=24617 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"35","0.084921","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=23169 Win=128160 Len=0 TSval=2935393134 TSecr=195578521"
"36","0.084930","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=23169 Win=131072 Len=0 TSval=2935393134 TSecr=195578521"
"37","0.084939","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=26065 Win=128160 Len=0 TSval=2935393134 TSecr=195578521"
"38","0.084952","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=26065 Win=131072 Len=0 TSval=2935393134 TSecr=195578521"
"39","0.085125","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=26065 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"40","0.085129","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=27513 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"41","0.085158","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=28961 Win=128160 Len=0 TSval=2935393134 TSecr=195578521"
"42","0.085164","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=28961 Win=131072 Len=0 TSval=2935393134 TSecr=195578521"
"43","0.086655","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=28961 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"44","0.086659","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=30409 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"45","0.086662","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=31857 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"46","0.086665","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=33305 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"47","0.086668","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=34753 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"48","0.086670","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=36201 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"49","0.086673","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=37649 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"50","0.086709","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=31857 Win=128160 Len=0 TSval=2935393135 TSecr=195578521"
"51","0.086720","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=31857 Win=131072 Len=0 TSval=2935393135 TSecr=195578521"
"52","0.086741","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=34753 Win=128160 Len=0 TSval=2935393135 TSecr=195578521"
"53","0.086754","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=34753 Win=131072 Len=0 TSval=2935393135 TSecr=195578521"
"54","0.086756","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=39097 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"55","0.086759","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=40545 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"56","0.086760","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=41993 Ack=38 Win=26880 Len=1448 TSval=195578521 TSecr=2935393104"
"57","0.086762","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=37649 Win=128160 Len=0 TSval=2935393135 TSecr=195578521"
"58","0.086764","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=39097 Win=126720 Len=0 TSval=2935393135 TSecr=195578521"
"59","0.086770","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=41993 Win=123808 Len=0 TSval=2935393135 TSecr=195578521"
"60","0.086774","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=41993 Win=131072 Len=0 TSval=2935393135 TSecr=195578521"
"61","0.104544","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=43441 Ack=38 Win=26880 Len=1448 TSval=195578544 TSecr=2935393133"
"62","0.104587","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=44889 Win=129600 Len=0 TSval=2935393152 TSecr=195578521"
"63","0.105934","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=44889 Ack=38 Win=26880 Len=1448 TSval=195578544 TSecr=2935393133"
"64","0.105937","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=46337 Ack=38 Win=26880 Len=1448 TSval=195578544 TSecr=2935393133"
"65","0.105940","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=47785 Ack=38 Win=26880 Len=1448 TSval=195578544 TSecr=2935393133"
"66","0.105977","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=47785 Win=128160 Len=0 TSval=2935393153 TSecr=195578544"
"67","0.106006","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=49233 Win=131072 Len=0 TSval=2935393153 TSecr=195578544"
"68","0.113452","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=49233 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393134"
"69","0.113456","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=50681 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393134"
"70","0.113458","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=52129 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393134"
"71","0.113461","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=53577 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393134"
"72","0.113553","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=50681 Win=129600 Len=0 TSval=2935393160 TSecr=195578551"
"73","0.113581","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=53577 Win=126720 Len=0 TSval=2935393160 TSecr=195578551"
"74","0.113589","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=55025 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"75","0.113592","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=56473 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"76","0.113594","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=57921 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"77","0.113604","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=56473 Win=123808 Len=0 TSval=2935393160 TSecr=195578551"
"78","0.113614","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=59369 Win=120928 Len=0 TSval=2935393160 TSecr=195578551"
"79","0.113696","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=59369 Win=131072 Len=0 TSval=2935393160 TSecr=195578551"
"80","0.113716","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=59369 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"81","0.113719","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=60817 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"82","0.113741","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=62265 Win=129600 Len=0 TSval=2935393160 TSecr=195578551"
"83","0.113862","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=62265 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"84","0.113865","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=63713 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"85","0.113885","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=65161 Win=128160 Len=0 TSval=2935393160 TSecr=195578551"
"86","0.113912","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=65161 Win=131072 Len=0 TSval=2935393160 TSecr=195578551"
"87","0.114009","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=65161 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"88","0.114012","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=66609 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"89","0.114037","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=68057 Win=128160 Len=0 TSval=2935393160 TSecr=195578551"
"90","0.114046","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=68057 Win=131072 Len=0 TSval=2935393160 TSecr=195578551"
"91","0.114144","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=68057 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"92","0.114146","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=69505 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"93","0.114166","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=70953 Win=128160 Len=0 TSval=2935393160 TSecr=195578551"
"94","0.114174","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=70953 Win=131072 Len=0 TSval=2935393160 TSecr=195578551"
"95","0.114382","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=70953 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"96","0.114385","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=72401 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"97","0.114387","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=73849 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"98","0.114407","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=73849 Win=128160 Len=0 TSval=2935393160 TSecr=195578551"
"99","0.114412","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=73849 Win=131072 Len=0 TSval=2935393160 TSecr=195578551"
"100","0.115378","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [PSH, ACK] Seq=75297 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"101","0.115385","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=76745 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"102","0.115392","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=78193 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"103","0.115398","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=79641 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"104","0.115502","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=76745 Win=129600 Len=0 TSval=2935393161 TSecr=195578551"
"105","0.115550","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=79641 Win=126720 Len=0 TSval=2935393161 TSecr=195578551"
"106","0.115572","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=81089 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"107","0.115579","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=82537 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"108","0.115585","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=83985 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"109","0.115594","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=85433 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"110","0.115599","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=86881 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"111","0.115607","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=88329 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"112","0.115642","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=82537 Win=123808 Len=0 TSval=2935393161 TSecr=195578551"
"113","0.115685","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=85433 Win=120928 Len=0 TSval=2935393161 TSecr=195578551"
"114","0.115710","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=88329 Win=118016 Len=0 TSval=2935393161 TSecr=195578551"
"115","0.115780","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=89777 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"116","0.115784","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=91225 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"117","0.115787","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=92673 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"118","0.115804","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=89777 Win=131072 Len=0 TSval=2935393161 TSecr=195578551"
"119","0.115825","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=92673 Win=128160 Len=0 TSval=2935393161 TSecr=195578551"
"120","0.115826","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=94121 Win=126720 Len=0 TSval=2935393161 TSecr=195578551"
"121","0.115964","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=94121 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"122","0.115967","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=95569 Ack=38 Win=26880 Len=1448 TSval=195578551 TSecr=2935393135"
"123","0.115988","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=97017 Win=123808 Len=0 TSval=2935393161 TSecr=195578551"
"124","0.116429","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=97017 Win=131072 Len=0 TSval=2935393161 TSecr=195578551"
"125","0.125357","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=97017 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"126","0.125360","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=98465 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"127","0.125361","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=99913 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"128","0.125410","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=99913 Win=128160 Len=0 TSval=2935393170 TSecr=195578565"
"129","0.125419","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=99913 Win=131072 Len=0 TSval=2935393170 TSecr=195578565"
"130","0.125464","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=101361 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"131","0.125466","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=102809 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"132","0.125470","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=104257 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"133","0.125499","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=102809 Win=129600 Len=0 TSval=2935393170 TSecr=195578565"
"134","0.125521","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=105705 Win=128160 Len=0 TSval=2935393170 TSecr=195578565"
"135","0.125537","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=105705 Win=131072 Len=0 TSval=2935393170 TSecr=195578565"
"136","0.125591","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=105705 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"137","0.126548","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=107153 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"138","0.126551","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=108601 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"139","0.126554","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=110049 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"140","0.126557","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=111497 Ack=38 Win=26880 Len=1448 TSval=195578565 TSecr=2935393153"
"141","0.126599","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=108601 Win=129600 Len=0 TSval=2935393171 TSecr=195578565"
"142","0.126621","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=111497 Win=128160 Len=0 TSval=2935393171 TSecr=195578565"
"143","0.126625","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=111497 Win=131072 Len=0 TSval=2935393171 TSecr=195578565"
"144","0.131334","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=112945 Ack=38 Win=26880 Len=1448 TSval=195578571 TSecr=2935393160"
"145","0.131337","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=114393 Ack=38 Win=26880 Len=1448 TSval=195578571 TSecr=2935393160"
"146","0.131339","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=115841 Ack=38 Win=26880 Len=1448 TSval=195578571 TSecr=2935393160"
"147","0.131382","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=114393 Win=129600 Len=0 TSval=2935393175 TSecr=195578565"
"148","0.131400","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=117289 Win=128160 Len=0 TSval=2935393175 TSecr=195578571"
"149","0.131404","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=117289 Win=131072 Len=0 TSval=2935393175 TSecr=195578571"
"150","0.131408","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=117289 Ack=38 Win=26880 Len=1448 TSval=195578571 TSecr=2935393160"
"151","0.131410","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=118737 Ack=38 Win=26880 Len=1448 TSval=195578571 TSecr=2935393160"
"152","0.131425","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=120185 Win=128160 Len=0 TSval=2935393175 TSecr=195578571"
"153","0.131429","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=120185 Win=131072 Len=0 TSval=2935393175 TSecr=195578571"
"154","0.131646","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=120185 Ack=38 Win=26880 Len=1448 TSval=195578571 TSecr=2935393160"
"155","0.131648","54.210.90.84","192.168.0.13","TCP","1514","5201  >  62387 [ACK] Seq=121633 Ack=38 Win=26880 Len=1448 TSval=195578571 TSecr=2935393160"
"156","0.131670","192.168.0.13","54.210.90.84","TCP","66","62387  >  5201 [ACK] Seq=38 Ack=123081 Win=128160 Len=0 TSval=2935393175 TSecr=195578571"
"157","0.131689","192.168.0.13","54.210.90.84","TCP","66","[TCP Window Update] 62387  >  5201 [ACK] Seq=38 Ack=123081 Win=131072 Len=0 TSval=2935393175 TSecr=195578571"
